CHRM;START;END;DELTALK
chrIX;2558;2688;-0,952862903
chrIX;2879;3032;-1,293194708
chrIX;3324;3468;-1,166378597
chrIX;3531;3658;-1,10511893
chrIX;4088;4243;-1,788390823
chrIX;4805;4968;-1,551739927
chrIX;5216;5367;-1,170904377
chrIX;5429;5588;-1,276265315
chrIX;9290;9441;-1,340792373
chrIX;10228;10371;-1,0729291
chrIX;11460;11611;-1,40406829
chrIX;12345;12490;-1,126933457
chrIX;12910;13059;-1,360544233
chrIX;14208;14357;-1,045742171
chrIX;16078;16185;-1,555620992
chrIX;25656;25806;-1,434893897
chrIX;32330;32492;-1,150972996
chrIX;33763;33917;-1,447263707
chrIX;35803;35935;-0,854739376
chrIX;41284;41431;-1,243953704
chrIX;48410;48570;-1,015165438
chrIX;55336;55486;-0,94436784
chrIX;55497;55655;-1,306580637
chrIX;55498;55655;-1,42961383
chrIX;55500;55655;-1,689362206
chrIX;56537;56665;-1,458850015
chrIX;56786;56893;-1,081763297
chrIX;56786;56905;-1,283552102
chrIX;56791;56905;-1,007944781
chrIX;59003;59166;-1,490248005
chrIX;59003;59166;-1,490248005
chrIX;59591;59741;-1,20306081
chrIX;60731;60881;-1,431779436
chrIX;62677;62823;-1,277875339
chrIX;70968;71118;-1,494228197
chrIX;77046;77204;-1,300750076
chrIX;78123;78268;-1,175037582
chrIX;80413;80548;-1,149998527
chrIX;89142;89281;-1,314422241
chrIX;91580;91733;-1,209591733
chrIX;93328;93477;-1,010740899
chrIX;96377;96489;-1,60214521
chrIX;97100;97255;-1,657090971
chrIX;101159;101314;-1,496745126
chrIX;101159;101314;-1,496745126
chrIX;109382;109534;-1,272202779
chrIX;122918;123072;-1,512403055
chrIX;123420;123580;-1,469104963
chrIX;123420;123580;-1,469104963
chrIX;123668;123818;-1,422071678
chrIX;127761;127867;-1,181987067
chrIX;127761;127880;-1,283622363
chrIX;129250;129396;-1,023593811
chrIX;132115;132265;-1,337879065
chrIX;140470;140605;-1,48675792
chrIX;140794;140945;-1,445811521
chrIX;145476;145609;-0,878135101
chrIX;145755;145902;-1,435251811
chrIX;149396;149568;-1,480252043
chrIX;150158;150305;-1,343166142
chrIX;154400;154561;-1,363998438
chrIX;157942;158056;-1,088522929
chrIX;158500;158651;-1,251719636
chrIX;159528;159680;-1,138727302
chrIX;160370;160515;-1,217825291
chrIX;164945;165092;-1,182457529
chrIX;167654;167783;-1,064205949
chrIX;170117;170264;-1,199911999
chrIX;175448;175623;-1,18692502
chrIX;175932;176081;-1,245524268
chrIX;176147;176286;-1,160200596
chrIX;178557;178730;-1,111746071
chrIX;182864;183017;-1,206324586
chrIX;190132;190312;-1,63757736
chrIX;190978;191126;-1,269345296
chrIX;192456;192591;-1,123866091
chrIX;192983;193089;-1,407425886
chrIX;192983;193098;-1,379278188
chrIX;193702;193858;-1,287039113
chrIX;196790;196938;-1,126062896
chrIX;200251;200397;-1,553507125
chrIX;205441;205561;-1,228780623
chrIX;208655;208802;-1,146288011
chrIX;212863;213023;-1,269621762
chrIX;213578;213684;-0,850217553
chrIX;213578;213686;-0,800870433
chrIX;213578;213701;-1,191552165
chrIX;213866;214017;-1,642303779
chrIX;213866;214017;-1,642303779
chrIX;217876;218011;-0,888586327
chrIX;218740;218900;-1,346679022
chrIX;223366;223481;-1,505521161
chrIX;224421;224561;-1,345669602
chrIX;236168;236319;-1,008775557
chrIX;240288;240448;-1,287572037
chrIX;241031;241216;-1,062089726
chrIX;241349;241481;-0,897409324
chrIX;244655;244803;-1,264391587
chrIX;244820;244976;-1,255243575
chrIX;244822;244983;-1,224404438
chrIX;247146;247297;-1,908432857
chrIX;249643;249773;-1,023043686
chrIX;254780;254919;-1,536526198
chrIX;255472;255626;-1,218539025
chrIX;255629;255772;-1,277251977
chrIX;255629;255776;-1,10792192
chrIX;258137;258291;-1,870358384
chrIX;258137;258291;-1,870358384
chrIX;263024;263196;-0,786258258
chrIX;265122;265273;-1,111649668
chrIX;265238;265355;-1,936674668
chrIX;270073;270226;-1,240937102
chrIX;271691;271837;-1,385880416
chrIX;280995;281156;-1,133865779
chrIX;282582;282731;-1,390150929
chrIX;283375;283539;-1,610878615
chrIX;285840;285993;-1,35765103
chrIX;285840;285993;-1,35765103
chrIX;286233;286373;-0,663978152
chrIX;287987;288121;-1,395324736
chrIX;289697;289831;-1,000710493
chrIX;289822;289971;-1,353811109
chrIX;292476;292604;-0,939002874
chrIX;296896;297052;-1,36382984
chrIX;299139;299300;-1,203494257
chrIX;301522;301672;-1,30602044
chrIX;301692;301851;-1,409464246
chrIX;301709;301857;-1,219807588
chrIX;306823;306944;-1,25645718
chrIX;309339;309491;-1,452785614
chrIX;309860;310002;-1,1666166
chrIX;314424;314578;-1,126397982
chrIX;320445;320583;-1,352205055
chrIX;331176;331345;-1,427806791
chrIX;332149;332296;-1,279913126
chrIX;333705;333871;-1,644484936
chrIX;338938;339077;-0,895412862
chrIX;339456;339607;-1,091095368
chrIX;343521;343669;-1,234215454
chrIX;345865;346018;-0,63832697
chrIX;346400;346566;-1,029617311
chrIX;352082;352233;-1,647800673
chrIX;360987;361138;-1,210703454
chrIX;361485;361638;-1,042543361
chrIX;364237;364386;-1,216916821
chrIX;365450;365589;-1,217638974
chrIX;371073;371217;-1,179461302
chrIX;377621;377774;-1,444311502
chrIX;378406;378536;-1,10479358
chrIX;380201;380307;-1,441369505
chrIX;380201;380310;-1,462718401
chrIX;381638;381781;-1,490053572
chrIX;382286;382451;-1,70319655
chrIX;386066;386219;-1,163326126
chrIX;386767;386910;-1,348305049
chrIX;387904;388014;-1,331240035
chrIX;388900;389051;-1,589890837
chrIX;390177;390342;-1,351704484
chrIX;390386;390532;-1,277423677
chrIX;392788;392939;-1,079274103
chrIX;396135;396302;-1,350706304
chrIX;396795;396922;-1,239545508
chrIX;405278;405390;-1,510251564
chrIX;407378;407518;-1,116357612
chrIX;407520;407679;-1,472422306
chrIX;409036;409181;-1,184197753
chrIX;420519;420625;-1,493833426
chrIX;425922;426069;-1,405452334
chrIX;433552;433722;-1,450340168
chrIX;438504;438651;-1,433835083
chrIX;438570;438711;-1,262801477
chrIX;439579;439688;-1,10793233
chrIX;439796;439887;-1,086286073
chrV;1165;1320;-1,405729016
chrV;1854;1981;-0,494765301
chrV;3000;3144;-0,959470146
chrV;3648;3785;-1,296180049
chrV;3764;3919;-2,003651267
chrV;4024;4184;-1,282456513
chrV;4831;4982;-1,210534144
chrV;7115;7272;-1,565806674
chrV;9760;9930;-0,698113174
chrV;11061;11170;-1,55023065
chrV;23046;23205;-1,22357103
chrV;26697;26869;-1,149432758
chrV;26697;26869;-1,149432758
chrV;27053;27184;-0,905165587
chrV;28903;29024;-1,082490146
chrV;32832;32992;-1,574941414
chrV;41648;41754;-1,780909181
chrV;41648;41774;-1,047649136
chrV;41648;41782;-2,087017223
chrV;41648;41785;-1,362538346
chrV;41648;41795;-1,507225129
chrV;41648;41795;-1,507225129
chrV;41648;41797;-1,1411875
chrV;41648;41797;-1,1411875
chrV;41648;41798;-1,205541708
chrV;41648;41798;-1,205541708
chrV;41648;41799;-1,129014846
chrV;41648;41799;-1,129014846
chrV;41648;41800;-1,644917889
chrV;41648;41800;-1,644917889
chrV;41648;41801;-1,645272097
chrV;41648;41801;-1,645272097
chrV;41648;41802;-1,156441591
chrV;41648;41802;-1,156441591
chrV;41649;41802;-1,713590505
chrV;41649;41802;-1,713590505
chrV;41650;41802;-1,781225545
chrV;41650;41802;-1,781225545
chrV;41651;41802;-1,518929443
chrV;41651;41802;-1,518929443
chrV;41652;41802;-1,309938999
chrV;41652;41802;-1,309938999
chrV;41653;41802;-1,557833551
chrV;41653;41802;-1,557833551
chrV;41654;41802;-1,615267201
chrV;41654;41802;-1,615267201
chrV;41658;41802;-1,857621742
chrV;41658;41802;-1,857621742
chrV;42773;42909;-1,165453148
chrV;44013;44174;-1,187848156
chrV;51922;52070;-1,096922028
chrV;56549;56680;-1,058590095
chrV;58655;58795;-1,068121843
chrV;63504;63668;-1,378907037
chrV;64024;64155;-1,33630923
chrV;65475;65628;-1,237339626
chrV;69437;69601;-1,159649181
chrV;71549;71648;-1,379388459
chrV;72028;72188;-1,409697122
chrV;78159;78308;-1,104142081
chrV;78159;78308;-1,104142081
chrV;78447;78544;-1,153851563
chrV;78782;78922;-1,107250967
chrV;79095;79249;-1,176006052
chrV;83616;83770;-1,169693679
chrV;84397;84539;-1,04400915
chrV;87005;87158;-1,002422033
chrV;92533;92664;-1,161891156
chrV;94783;94926;-1,091911591
chrV;96167;96341;-0,965810655
chrV;105359;105516;-1,676054623
chrV;105504;105653;-0,844524669
chrV;106502;106638;-1,339012408
chrV;112707;112854;-1,16041213
chrV;114004;114167;-1,380709464
chrV;116119;116272;-1,303927027
chrV;116657;116785;-1,344624347
chrV;119860;120019;-1,365154346
chrV;121418;121572;-1,211805922
chrV;127589;127741;-1,195535731
chrV;129771;129919;-1,19688081
chrV;132213;132348;-1,355209347
chrV;134881;135033;-1,498693151
chrV;137057;137219;-1,311213349
chrV;137099;137245;-1,237627772
chrV;143216;143369;-0,922303719
chrV;146039;146192;-1,202559763
chrV;147368;147525;-1,452076532
chrV;147862;148011;-1,3070106
chrV;150905;151028;-1,479539424
chrV;154668;154823;-1,529104692
chrV;154964;155109;-1,605098809
chrV;156735;156886;-1,693406271
chrV;157741;157900;-0,820126426
chrV;158361;158517;-1,457691927
chrV;158999;159169;-1,433168259
chrV;161114;161267;-1,34370096
chrV;162828;162978;-1,387541174
chrV;162990;163135;-1,132688929
chrV;163162;163326;-1,209782358
chrV;164105;164236;-0,778678852
chrV;165644;165751;-0,820742287
chrV;165645;165751;-1,131996043
chrV;165645;165753;-1,381562961
chrV;165645;165770;-1,148063114
chrV;169801;169967;-1,79464542
chrV;170735;170894;-1,456763496
chrV;175783;175962;-1,516190621
chrV;177369;177538;-1,406530292
chrV;177369;177538;-1,406530292
chrV;177766;177914;-1,482333537
chrV;179498;179607;-2,015610091
chrV;179498;179665;-2,004173751
chrV;179498;179665;-2,004173751
chrV;179498;179666;-1,63857675
chrV;179498;179666;-1,63857675
chrV;179498;179667;-1,680425085
chrV;179498;179667;-1,680425085
chrV;179498;179669;-1,75983774
chrV;179498;179669;-1,75983774
chrV;179498;179670;-1,342618679
chrV;179498;179670;-1,342618679
chrV;179499;179670;-1,445092566
chrV;179499;179670;-1,445092566
chrV;179502;179670;-1,841093399
chrV;179502;179670;-1,841093399
chrV;180478;180630;-1,289395641
chrV;180478;180630;-1,289395641
chrV;182865;183029;-1,509791068
chrV;186698;186836;-1,050741078
chrV;189568;189720;-1,047244802
chrV;190625;190773;-1,321681522
chrV;193660;193792;-0,552565504
chrV;194009;194135;-0,885772981
chrV;194030;194163;-1,094744788
chrV;195885;196040;-1,10388581
chrV;198265;198403;-0,890763225
chrV;201379;201531;-1,31106074
chrV;201380;201531;-1,365803429
chrV;201382;201531;-1,291548225
chrV;201383;201531;-1,402498629
chrV;206462;206572;-1,438113353
chrV;207496;207646;-1,51306086
chrV;212628;212767;-1,137426022
chrV;213547;213709;-1,41726739
chrV;215300;215450;-1,464001951
chrV;220704;220853;-1,619077269
chrV;226712;226861;-1,257169902
chrV;227455;227599;-1,249784308
chrV;234231;234385;-1,111371683
chrV;238011;238157;-1,23343657
chrV;239144;239298;-1,247910581
chrV;250567;250727;-1,163035273
chrV;250628;250757;-1,072003738
chrV;253010;253142;-1,100009951
chrV;255896;256035;-1,352552539
chrV;258267;258412;-1,225289908
chrV;263170;263306;-1,292138703
chrV;268138;268266;-1,170559319
chrV;271754;271916;-1,271015519
chrV;273268;273395;-1,050756748
chrV;274395;274545;-1,165681084
chrV;279045;279197;-1,465899569
chrV;282333;282495;-1,512285142
chrV;286305;286436;-0,825699181
chrV;293237;293387;-1,479895789
chrV;293855;294005;-1,228169228
chrV;298879;299018;-1,268345527
chrV;299205;299328;-1,748545952
chrV;299678;299831;-1,293653467
chrV;301505;301647;-1,224899935
chrV;314667;314817;-0,975536208
chrV;315905;316063;-1,237697138
chrV;320077;320234;-0,957392236
chrV;321656;321815;-1,595969993
chrV;321656;321815;-1,595969993
chrV;323513;323661;-1,075349918
chrV;324743;324895;-1,410358804
chrV;324904;325052;-1,196926183
chrV;325348;325499;-1,445431373
chrV;328966;329128;-1,273102331
chrV;331009;331174;-1,348813496
chrV;333088;333236;-1,622644224
chrV;340240;340377;-1,159098468
chrV;340798;340946;-1,413410293
chrV;341934;342080;-1,148432865
chrV;349486;349586;-1,040302446
chrV;351515;351672;-1,552705746
chrV;352323;352478;-1,476046162
chrV;360556;360703;-1,446553627
chrV;360556;360709;-1,277684752
chrV;360596;360757;-1,308263094
chrV;361101;361246;-1,458577418
chrV;364550;364707;-1,422709887
chrV;369752;369900;-0,982879854
chrV;370967;371076;-1,332652675
chrV;372915;373052;-1,472221282
chrV;373805;373958;-1,302935443
chrV;376017;376164;-1,290673883
chrV;376371;376519;-1,375841574
chrV;376832;376976;-1,113571873
chrV;377517;377651;-1,204259516
chrV;378722;378880;-1,338800433
chrV;389589;389739;-1,39479508
chrV;392068;392208;-1,602776899
chrV;408769;408926;-1,205256794
chrV;411385;411539;-1,21231688
chrV;421211;421362;-1,177834881
chrV;426798;426949;-1,457116882
chrV;426821;426975;-1,446654544
chrV;428076;428230;-1,45927449
chrV;429069;429212;-0,946082725
chrV;434847;434995;-1,292879224
chrV;440738;440898;-1,24324523
chrV;444332;444446;-1,484456338
chrV;445028;445178;-1,646320469
chrV;446200;446349;-0,953826865
chrV;446424;446581;-1,304288189
chrV;446610;446760;-1,031728129
chrV;446614;446760;-1,193634273
chrV;447072;447207;-0,909776363
chrV;447594;447738;-1,303305836
chrV;447618;447772;-1,156913567
chrV;447875;448026;-1,276266079
chrV;447899;448044;-1,062120308
chrV;447903;448054;-1,160645126
chrV;448110;448250;-1,187091515
chrV;448116;448250;-1,042788351
chrV;448528;448683;-0,800265026
chrV;448659;448767;-0,836065226
chrV;448808;448957;-1,291995728
chrV;450553;450702;-1,498929923
chrV;451474;451643;-1,305773283
chrV;456731;456859;-1,582477679
chrV;458282;458446;-1,16316004
chrV;458920;459063;-1,037636199
chrV;458920;459063;-1,037636199
chrV;460202;460309;-1,97004916
chrV;460202;460330;-1,075262103
chrV;460206;460309;-0,853250857
chrV;465104;465256;-1,407236171
chrV;466895;467059;-1,349266676
chrV;471982;472140;-1,460037468
chrV;472402;472551;-1,365135805
chrV;472672;472832;-1,303675239
chrV;472989;473145;-1,115916989
chrV;473919;474069;-1,146365534
chrV;481969;482118;-1,306220774
chrV;488812;488981;-1,233366554
chrV;489802;489965;-1,24163244
chrV;493537;493686;-1,370183782
chrV;495710;495860;-1,01270983
chrV;496172;496307;-1,482903475
chrV;497210;497350;-1,222169136
chrV;497216;497350;-1,122360157
chrV;497628;497783;-1,235145567
chrV;497759;497867;-1,079909369
chrV;497893;498045;-1,592611579
chrV;501813;501975;-1,228523236
chrV;502108;502246;-1,547012948
chrV;503589;503721;-1,089692801
chrV;504504;504656;-1,143423463
chrV;506128;506280;-1,292878026
chrV;508434;508572;-1,305140811
chrV;508812;508941;-1,20027805
chrV;517240;517402;-1,33571515
chrV;522575;522735;-1,627618347
chrV;525612;525757;-1,293545217
chrV;528789;528933;-1,391505336
chrV;536553;536715;-1,369931942
chrV;538015;538173;-1,422613978
chrV;540818;540968;-1,556260148
chrV;541050;541210;-1,264164375
chrV;541050;541210;-1,264164375
chrV;541616;541757;-1,213651428
chrV;541626;541757;-0,759951749
chrV;541626;541777;-1,09133325
chrV;542716;542874;-1,825210392
chrV;544584;544725;-1,210300792
chrV;560594;560752;-1,31177382
chrV;560787;560934;-1,125255844
chrV;561033;561174;-1,16344903
chrV;561033;561174;-1,16344903
chrV;571735;571876;-1,143998579
chrV;572939;573101;-1,236180843
chrV;573040;573195;-1,923495307
chrV;573174;573311;-1,171630664
chrV;573461;573612;-1,040248665
chrV;573469;573612;-1,502217954
chrV;573517;573642;-0,821271071
chrV;573742;573894;-1,236127845
chrV;573815;573959;-1,00007447
chrV;573912;574047;-0,99409991
chrV;573912;574099;-0,784612356
chrV;573955;574047;-0,484806051
chrV;573955;574099;-1,034482195
chrV;574294;574446;-1,398100759
chrV;574595;574725;-1,002021939
chrV;574965;575116;-1,044563714
chrV;574970;575104;-0,973015657
chrV;574983;575079;-0,768229719
chrV;575037;575152;-0,565347997
chrV;576130;576281;-1,187276244
chrVI;257;431;-1,200114346
chrVI;377;525;-1,48073657
chrVI;2507;2632;-0,758061132
chrVI;2537;2680;-1,438728731
chrVI;2537;2688;-1,386433233
chrVI;2828;2965;-1,010188926
chrVI;3919;4067;-1,098782974
chrVI;4714;4814;0,062255146
chrVI;6022;6182;-1,209614041
chrVI;13717;13867;-1,250256886
chrVI;15894;16044;-1,12433456
chrVI;24066;24172;-1,332111344
chrVI;24067;24172;-1,73228138
chrVI;29981;30130;-1,512408731
chrVI;36134;36286;-1,414020516
chrVI;36777;36932;-0,969227534
chrVI;41762;41909;-0,951451902
chrVI;48029;48199;-1,331649524
chrVI;49950;50105;-0,716641098
chrVI;55917;56077;-1,413934322
chrVI;60687;60850;-1,414413713
chrVI;65236;65388;-1,092265165
chrVI;65445;65606;-1,138623168
chrVI;68129;68276;-1,347365696
chrVI;68203;68367;-1,258627703
chrVI;71963;72118;-1,240194561
chrVI;72978;73128;-1,291792381
chrVI;76566;76713;-0,988080596
chrVI;77258;77379;-1,498582826
chrVI;79934;80100;-1,96983285
chrVI;81318;81445;-1,234917645
chrVI;82718;82885;-1,330963051
chrVI;84294;84451;-1,448113915
chrVI;91095;91248;-1,383248162
chrVI;94045;94152;-1,173735745
chrVI;94173;94319;-1,263006617
chrVI;94286;94435;-1,240856035
chrVI;97720;97865;-1,194853985
chrVI;97725;97874;-2,07190461
chrVI;100985;101138;-1,341002939
chrVI;108232;108382;-1,171328526
chrVI;108406;108531;-1,256091324
chrVI;110912;111064;-1,449062316
chrVI;110912;111064;-1,449062316
chrVI;111983;112114;-1,175445116
chrVI;115465;115634;-1,136239443
chrVI;123008;123146;-1,03810545
chrVI;130462;130613;-1,23955614
chrVI;131462;131615;-1,278392274
chrVI;139986;140115;-1,304365929
chrVI;140063;140227;-1,310806718
chrVI;141451;141594;-0,985920775
chrVI;142726;142892;-1,301314702
chrVI;143530;143679;-1,254139061
chrVI;148326;148498;-1,326220649
chrVI;151570;151741;-1,507539224
chrVI;151602;151755;-1,28941835
chrVI;151830;151995;-1,473101052
chrVI;152009;152167;-1,429043515
chrVI;152552;152696;-0,953524862
chrVI;155423;155586;-1,497475844
chrVI;162535;162694;-1,290762297
chrVI;174443;174598;-1,434724964
chrVI;175285;175426;-1,098600541
chrVI;176188;176314;-0,460691877
chrVI;177968;178139;-1,502795237
chrVI;180563;180715;-1,292676894
chrVI;182163;182304;-1,016809972
chrVI;183274;183405;-2,130995957
chrVI;183755;183882;-0,753083521
chrVI;185980;186131;-1,30572199
chrVI;186486;186602;-1,500241078
chrVI;192368;192528;-1,479828325
chrVI;193031;193186;-1,422354477
chrVI;195001;195152;-1,306456249
chrVI;197175;197337;-1,448677025
chrVI;197468;197595;-1,262299419
chrVI;198399;198562;-1,142073798
chrVI;202836;202999;-1,356147388
chrVI;204046;204202;-1,297534777
chrVI;208087;208238;-1,036805945
chrVI;208444;208571;-1,268102919
chrVI;208746;208898;-1,272290667
chrVI;210302;210398;-1,565444235
chrVI;210302;210400;-1,414462921
chrVI;210302;210402;-1,419983737
chrVI;210302;210403;-1,436289577
chrVI;210302;210404;-1,343411677
chrVI;210302;210405;-1,617392982
chrVI;210302;210406;-1,46114542
chrVI;210302;210407;-1,4880736
chrVI;210302;210409;-1,367556663
chrVI;214215;214366;-1,306344638
chrVI;214215;214366;-1,306344638
chrVI;224528;224665;-1,055195735
chrVI;225246;225383;-0,758999867
chrVI;225640;225800;-1,44169213
chrVI;228483;228624;-0,995094292
chrVI;232870;233015;-1,061602468
chrVI;236135;236288;-1,569244981
chrVI;236706;236866;-1,351420267
chrVI;237607;237756;-1,184381531
chrVI;237976;238116;-1,090784436
chrVI;239069;239219;-1,342599476
chrVI;242117;242275;-1,131817428
chrVI;242831;242985;-1,37019621
chrVI;242895;243045;-1,523153594
chrVI;244023;244165;-1,160516421
chrVI;244610;244760;-1,228527098
chrVI;247013;247149;-0,705578496
chrVI;258453;258604;-1,671543592
chrVI;260977;261105;-1,011655971
chrVI;264647;264774;-1,073368727
chrVI;265600;265745;-1,034138493
chrVI;267454;267607;-1,534590669
chrVI;269103;269252;-1,329072761
chrVI;270018;270158;-1,200338748
chrVII;6501;6604;-1,344732916
chrVII;7179;7332;-1,542523593
chrVII;7179;7332;-1,542523593
chrVII;8743;8898;-1,287471763
chrVII;8747;8898;-1,325453083
chrVII;9683;9793;-1,196384333
chrVII;15630;15761;-0,942814163
chrVII;15633;15761;-1,07464229
chrVII;15791;15935;-1,499304451
chrVII;20349;20487;-1,195206169
chrVII;21325;21484;-1,395544131
chrVII;22410;22546;-1,05037092
chrVII;23209;23365;-1,426702114
chrVII;32814;32961;-1,456570695
chrVII;33222;33355;-1,306549984
chrVII;36941;37083;-1,259313104
chrVII;41750;41885;-1,574749961
chrVII;52996;53149;-1,228202349
chrVII;53375;53486;-1,364857664
chrVII;62645;62823;-1,761732769
chrVII;69139;69303;-1,330589542
chrVII;72210;72368;-1,404539502
chrVII;73049;73197;-1,393409235
chrVII;78222;78356;-1,04970544
chrVII;83125;83232;-1,093800065
chrVII;83125;83247;-1,314671883
chrVII;84927;85059;-1,070576812
chrVII;88176;88368;-1,325156433
chrVII;88303;88443;-1,092830011
chrVII;88402;88555;-1,119596801
chrVII;89045;89177;-1,121197653
chrVII;90038;90161;-1,175779921
chrVII;91402;91556;-1,156406361
chrVII;92970;93138;-1,266217493
chrVII;97437;97599;-1,427513424
chrVII;102150;102299;-1,405788269
chrVII;102520;102673;-1,603581125
chrVII;103288;103440;-1,136028401
chrVII;103852;103984;-1,149755245
chrVII;108983;109147;-1,410889484
chrVII;116027;116173;-1,120644916
chrVII;119268;119414;-1,16952184
chrVII;125888;126050;-1,384429889
chrVII;138978;139125;-1,328937718
chrVII;147769;147920;-1,395131641
chrVII;152057;152208;-1,591722759
chrVII;156139;156292;-1,624930912
chrVII;167824;167963;-1,01828221
chrVII;167824;167963;-1,01828221
chrVII;168448;168554;-1,596342667
chrVII;168635;168789;-1,686079628
chrVII;171388;171548;-1,329231893
chrVII;174752;174849;-1,325810284
chrVII;174828;174980;-1,176151799
chrVII;178188;178320;-1,004723465
chrVII;183143;183279;-1,372240676
chrVII;184850;184994;-1,051215364
chrVII;196178;196334;-1,302984775
chrVII;196178;196334;-1,302984775
chrVII;204030;204183;-1,233350122
chrVII;204995;205129;-1,020663457
chrVII;209064;209201;-1,299980566
chrVII;214611;214774;-1,40460981
chrVII;217469;217614;-1,144533382
chrVII;221203;221378;-1,098196641
chrVII;223475;223638;-1,344556629
chrVII;226620;226777;-0,70175811
chrVII;226621;226770;-1,260000477
chrVII;233772;233924;-1,341728485
chrVII;238049;238197;-1,272556421
chrVII;243163;243328;-1,205011668
chrVII;249506;249649;-1,785763635
chrVII;251482;251633;-1,02841495
chrVII;266552;266693;-1,137114217
chrVII;267377;267528;-1,171384347
chrVII;268853;268959;-0,842375882
chrVII;268853;268977;-1,237224761
chrVII;270004;270159;-1,36956371
chrVII;273536;273656;-1,121368652
chrVII;275567;275723;-1,285337291
chrVII;275567;275723;-1,285337291
chrVII;279938;280099;-1,125338512
chrVII;281760;281908;-1,253125879
chrVII;281764;281908;-1,388605836
chrVII;284331;284485;-1,062502872
chrVII;289603;289760;-1,462679938
chrVII;293723;293871;-1,041166926
chrVII;294019;294183;-1,780793194
chrVII;297177;297313;-1,15074275
chrVII;299926;300073;-1,170676717
chrVII;300091;300244;-1,190705321
chrVII;300595;300755;-1,451002598
chrVII;313487;313646;-1,487474576
chrVII;314575;314719;-1,412057745
chrVII;320068;320221;-1,159280053
chrVII;320068;320221;-1,159280053
chrVII;323178;323326;-1,490382885
chrVII;324915;325051;-1,411869503
chrVII;327547;327717;-1,247979841
chrVII;327547;327717;-1,247979841
chrVII;328882;329034;-1,447105949
chrVII;329271;329388;-1,778571749
chrVII;330372;330517;-1,167160957
chrVII;331632;331780;-1,275417619
chrVII;331632;331780;-1,275417619
chrVII;341547;341699;-1,528194936
chrVII;342190;342339;-1,265549255
chrVII;342310;342453;-1,110882225
chrVII;343265;343403;-1,169386757
chrVII;352278;352440;-1,466163356
chrVII;354451;354624;-1,461552527
chrVII;356531;356676;-1,262464981
chrVII;364639;364801;-1,404407366
chrVII;367967;368120;-1,011372664
chrVII;370607;370760;-1,491822377
chrVII;382677;382828;-1,428412347
chrVII;382677;382828;-1,428412347
chrVII;383386;383517;-0,874142509
chrVII;383588;383739;-0,78952824
chrVII;384835;384978;-1,827958092
chrVII;384841;384978;-1,501809551
chrVII;386231;386378;-1,082886696
chrVII;386588;386752;-1,534194436
chrVII;398118;398266;-1,16567702
chrVII;398740;398893;-1,282158266
chrVII;399113;399273;-1,29757531
chrVII;402184;402330;-1,402219053
chrVII;406230;406375;-1,061600504
chrVII;412759;412909;-1,373005527
chrVII;413027;413197;-1,880692813
chrVII;416964;417114;-1,385567264
chrVII;419105;419256;-1,471173429
chrVII;422885;423015;-1,162825096
chrVII;424432;424587;-1,459672603
chrVII;426688;426828;-1,241124711
chrVII;430629;430785;-1,370031438
chrVII;438337;438504;-1,225368127
chrVII;445398;445550;-1,33024666
chrVII;445405;445562;-1,066353576
chrVII;448295;448446;-1,14277151
chrVII;449063;449214;-1,372267789
chrVII;449866;450017;-1,349950154
chrVII;450289;450475;-1,118411944
chrVII;450564;450727;-1,370390337
chrVII;451657;451811;-1,196634111
chrVII;452015;452160;-1,458813534
chrVII;454120;454220;-1,563903427
chrVII;457180;457330;-1,539786381
chrVII;457820;457954;-1,197197554
chrVII;458030;458181;-1,188453173
chrVII;464168;464326;-1,563938962
chrVII;468550;468701;-1,297502165
chrVII;470833;470993;-1,289167805
chrVII;471018;471094;-0,784
chrVII;471018;471123;-0,340437773
chrVII;471173;471322;-1,139935366
chrVII;475774;475931;-1,373988807
chrVII;476346;476454;-1,305185286
chrVII;476346;476465;-1,620063938
chrVII;478282;478437;-0,897100408
chrVII;482579;482701;-1,241825791
chrVII;483653;483754;-0,823890476
chrVII;495041;495196;-1,058623414
chrVII;501090;501258;-1,499675317
chrVII;502391;502522;-1,209325931
chrVII;502870;503027;-1,406405847
chrVII;504629;504778;-1,361011428
chrVII;505104;505255;-1,424476987
chrVII;509103;509251;-1,244391604
chrVII;509261;509410;-1,523709292
chrVII;510438;510590;-1,426014425
chrVII;512325;512500;-1,283216756
chrVII;515194;515319;-1,02938617
chrVII;516112;516262;-1,459946635
chrVII;516112;516262;-1,459946635
chrVII;517734;517882;-1,265985578
chrVII;517736;517882;-1,773840711
chrVII;518337;518484;-1,34590264
chrVII;519407;519563;-1,275596467
chrVII;519674;519834;-1,284890704
chrVII;519935;520102;-1,32908629
chrVII;520743;520902;-1,252213009
chrVII;520956;521107;-1,722404401
chrVII;526220;526384;-1,708989585
chrVII;529947;530056;-0,349196698
chrVII;535422;535536;-1,389281652
chrVII;536123;536272;-1,239770123
chrVII;536273;536379;-0,892230054
chrVII;536273;536391;-1,063166576
chrVII;536297;536420;-0,988501489
chrVII;536397;536552;-1,226783257
chrVII;536830;536964;-1,175275641
chrVII;536830;536970;-1,179556935
chrVII;537026;537177;-1,153255118
chrVII;537036;537181;-1,115608884
chrVII;537308;537462;-1,230613727
chrVII;537342;537486;-1,114514704
chrVII;537873;538008;-1,200992722
chrVII;538055;538187;-1,239847503
chrVII;538144;538282;-1,27156563
chrVII;538499;538656;-1,465812911
